date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
1/1/2014,15,5,0,8.7,4,0,6:12 AM,5:04 PM,6:52 AM,5:03 PM,-1,11,12,11,17,0,43,0,1021,15,10,242,12,shanghai
1/2/2014,14,7,0,8.7,4,2,7:10 AM,6:12 PM,6:53 AM,5:04 PM,4,11,13,11,21,3,60,0,1019,14,10,141,14,shanghai
1/3/2014,16,9,0,8.7,4,10,8:02 AM,7:22 PM,6:53 AM,5:05 PM,3,11,12,11,21,26,55,0,1017,16,10,295,14,shanghai
1/4/2014,10,4,0,5.5,2,17,8:49 AM,8:29 PM,6:53 AM,5:05 PM,3,7,9,7,17,24,68,0.1,1022,10,10,169,14,shanghai
1/5/2014,10,3,0,8.7,3,24,9:32 AM,9:35 PM,6:53 AM,5:06 PM,3,9,9,9,9,12,66,0,1024,10,10,117,6,shanghai
1/6/2014,11,5,0,8.7,3,31,10:11 AM,10:37 PM,6:53 AM,5:07 PM,5,7,9,7,27,4,73,0,1024,11,10,120,19,shanghai
1/7/2014,12,9,0,5.5,3,39,10:50 AM,11:39 PM,6:53 AM,5:08 PM,8,8,10,8,23,68,88,0.2,1019,12,9,200,15,shanghai
1/8/2014,9,4,0,4,2,46,11:28 AM,No moonset,6:53 AM,5:09 PM,5,4,8,4,33,83,82,0,1024,9,10,294,23,shanghai
1/9/2014,5,2,0,8.7,2,53,12:05 PM,12:37 AM,6:54 AM,5:09 PM,-2,1,4,1,20,12,63,0,1033,5,10,158,16,shanghai
1/10/2014,7,1,0,8.7,2,61,12:45 PM,1:34 AM,6:54 AM,5:10 PM,0,4,6,4,15,18,63,0,1033,7,10,93,11,shanghai
1/11/2014,7,5,0,4,2,68,1:27 PM,2:29 AM,6:54 AM,5:11 PM,3,3,6,3,23,100,81,1.7,1031,7,6,81,15,shanghai
1/12/2014,9,4,0,5.5,2,75,2:11 PM,3:23 AM,6:53 AM,5:12 PM,2,3,6,3,21,64,78,3,1031,9,9,96,14,shanghai
1/13/2014,6,3,0,7.1,1,82,2:58 PM,4:14 AM,6:53 AM,5:13 PM,0,2,5,2,22,78,69,0,1032,6,10,26,16,shanghai
1/14/2014,7,2,0,7.1,2,90,3:48 PM,5:02 AM,6:53 AM,5:14 PM,0,2,5,2,18,19,67,0.1,1032,7,10,13,14,shanghai
1/15/2014,7,1,0,8.7,2,97,4:38 PM,5:47 AM,6:53 AM,5:15 PM,0,4,6,4,14,2,64,0,1034,7,10,161,11,shanghai
1/16/2014,10,2,0,8.7,3,100,5:31 PM,6:29 AM,6:53 AM,5:15 PM,3,6,7,6,13,16,73,0,1029,10,10,123,9,shanghai
1/17/2014,11,4,0,8.7,2,89,6:23 PM,7:08 AM,6:53 AM,5:16 PM,3,8,9,8,9,30,71,0,1027,11,10,208,6,shanghai
1/18/2014,8,3,0,8.7,3,81,7:16 PM,7:44 AM,6:53 AM,5:17 PM,1,4,7,4,20,3,69,0,1034,8,10,338,15,shanghai
1/19/2014,9,1,0,8.7,3,74,8:09 PM,8:18 AM,6:52 AM,5:18 PM,3,7,9,7,15,1,69,0,1030,9,10,148,11,shanghai
1/20/2014,11,3,0,8.7,2,67,9:02 PM,8:52 AM,6:52 AM,5:19 PM,-4,4,7,4,28,17,46,0,1028,11,10,271,19,shanghai
1/21/2014,6,0,0,8.7,2,59,9:56 PM,9:25 AM,6:52 AM,5:20 PM,-8,1,5,1,19,0,42,0,1032,6,10,257,16,shanghai
1/22/2014,5,-1,0,8.7,2,52,10:51 PM,9:58 AM,6:51 AM,5:21 PM,-6,5,6,5,8,0,42,0,1031,5,10,249,7,shanghai
1/23/2014,10,2,0,8.7,3,45,11:48 PM,10:34 AM,6:51 AM,5:22 PM,1,4,7,4,24,0,63,0,1024,10,10,155,18,shanghai
1/24/2014,15,5,0,8.7,3,38,No moonrise,11:13 AM,6:51 AM,5:23 PM,4,8,10,8,35,24,66,0,1018,15,10,173,20,shanghai
1/25/2014,16,8,0,8.7,3,30,12:47 AM,11:56 AM,6:50 AM,5:24 PM,5,9,11,9,33,26,66,0.1,1020,16,10,207,22,shanghai
1/26/2014,9,5,0,5.6,2,23,1:49 AM,12:44 PM,6:50 AM,5:24 PM,0,4,7,4,24,59,61,0,1029,9,10,36,18,shanghai
1/27/2014,12,4,0,8.7,3,16,2:50 AM,1:39 PM,6:49 AM,5:25 PM,3,7,9,7,20,17,68,0,1024,12,10,145,14,shanghai
1/28/2014,14,6,0,8.7,4,9,3:52 AM,2:40 PM,6:49 AM,5:26 PM,5,8,10,8,19,20,72,0,1024,14,10,84,13,shanghai
1/29/2014,12,7,0,5.6,3,1,4:51 AM,3:46 PM,6:48 AM,5:27 PM,8,9,10,9,18,70,88,1.1,1020,12,10,180,13,shanghai
1/30/2014,17,8,0,8.7,4,0,5:46 AM,4:55 PM,6:48 AM,5:28 PM,10,13,14,13,13,16,81,0,1019,17,8,243,9,shanghai
1/31/2014,17,8,0,8.7,4,0,6:36 AM,6:04 PM,6:47 AM,5:29 PM,9,11,13,11,35,19,82,0,1019,17,10,143,21,shanghai
2/1/2014,24,13,0,8.7,5,6,7:22 AM,7:13 PM,6:46 AM,5:30 PM,12,17,18,17,30,18,73,0,1013,24,10,238,17,shanghai
2/2/2014,17,11,0,8.7,4,14,8:04 AM,8:19 PM,6:46 AM,5:31 PM,11,15,15,15,13,15,78,0,1012,17,10,147,9,shanghai
2/3/2014,10,4,0,4.1,2,21,8:45 AM,9:24 PM,6:45 AM,5:32 PM,4,4,8,4,32,83,78,0.1,1018,10,10,29,23,shanghai
2/4/2014,6,3,0,8.7,2,29,9:25 AM,10:25 PM,6:45 AM,5:32 PM,-4,0,4,0,26,31,55,0,1027,6,10,36,20,shanghai
2/5/2014,6,4,0,4.1,2,36,10:04 AM,11:25 PM,6:44 AM,5:33 PM,3,2,6,2,30,94,80,1.2,1023,6,9,88,20,shanghai
2/6/2014,9,8,0,4.1,2,44,10:44 AM,No moonset,6:43 AM,5:34 PM,8,6,9,6,28,100,94,5.7,1018,9,7,54,19,shanghai
2/7/2014,7,3,0,4.1,2,51,11:26 AM,12:22 AM,6:42 AM,5:35 PM,4,2,6,2,33,100,89,0.9,1018,7,8,145,23,shanghai
2/8/2014,6,1,0,5.6,1,59,12:09 PM,1:17 AM,6:42 AM,5:36 PM,-1,-1,3,-1,26,65,76,0,1022,6,10,336,19,shanghai
2/9/2014,3,0,0.3,4.1,1,66,12:56 PM,2:09 AM,6:41 AM,5:37 PM,-2,-3,2,-3,35,89,75,0.5,1026,3,8,219,25,shanghai
2/10/2014,3,-1,0.1,8.7,1,74,1:44 PM,2:59 AM,6:40 AM,5:38 PM,-5,-5,0,-5,34,55,66,0.2,1029,3,9,337,25,shanghai
2/11/2014,5,-2,0,7.2,1,81,2:34 PM,3:45 AM,6:39 AM,5:38 PM,-5,-4,1,-4,28,58,66,0,1027,5,10,333,21,shanghai
2/12/2014,6,1,0,4.1,1,89,3:26 PM,4:27 AM,6:38 AM,5:39 PM,1,0,4,0,30,95,79,0.9,1027,6,7,147,21,shanghai
2/13/2014,7,4,0,4.1,2,97,4:18 PM,5:08 AM,6:37 AM,5:40 PM,1,1,5,1,28,83,74,0.4,1029,7,9,139,20,shanghai
2/14/2014,8,2,0,7.2,2,100,5:11 PM,5:45 AM,6:37 AM,5:41 PM,-1,2,5,2,23,45,67,0,1028,8,10,218,17,shanghai
2/15/2014,9,0,0,8.7,3,88,6:04 PM,6:20 AM,6:36 AM,5:42 PM,0,4,6,4,14,23,65,0,1027,9,10,64,10,shanghai
2/16/2014,8,5,0,4.2,2,81,6:58 PM,6:54 AM,6:35 AM,5:43 PM,6,5,8,5,24,76,88,2.3,1023,8,10,107,16,shanghai
2/17/2014,9,6,0,4.2,2,73,7:52 PM,7:28 AM,6:34 AM,5:43 PM,7,5,8,5,30,90,93,0,1021,9,10,231,20,shanghai
2/18/2014,4,2,0,4.2,1,66,8:47 PM,8:01 AM,6:33 AM,5:44 PM,4,0,4,0,32,100,97,3.1,1024,4,9,182,20,shanghai
2/19/2014,6,1,0,4.2,1,58,9:43 PM,8:36 AM,6:32 AM,5:45 PM,1,-1,3,-1,27,76,83,0.7,1027,6,8,315,19,shanghai
2/20/2014,9,1,0,7.2,2,51,10:40 PM,9:14 AM,6:31 AM,5:46 PM,1,4,6,4,17,15,72,0,1031,9,10,226,13,shanghai
2/21/2014,9,2,0,8.7,3,43,11:39 PM,9:54 AM,6:30 AM,5:47 PM,1,5,7,5,15,11,67,0,1031,9,10,104,11,shanghai
2/22/2014,10,4,0,7.2,2,36,No moonrise,10:39 AM,6:29 AM,5:47 PM,3,4,7,4,22,44,75,0,1029,10,10,109,15,shanghai
2/23/2014,12,5,0,8.7,3,28,12:39 AM,11:30 AM,6:28 AM,5:48 PM,5,7,9,7,18,13,77,0,1029,12,10,91,13,shanghai
2/24/2014,11,6,0,4.2,2,20,1:39 AM,12:26 PM,6:27 AM,5:49 PM,7,7,9,7,23,87,85,2.5,1026,11,9,108,15,shanghai
2/25/2014,10,9,0,4.2,2,13,2:36 AM,1:27 PM,6:26 AM,5:50 PM,9,7,10,7,32,100,97,4.5,1021,10,10,80,20,shanghai
2/26/2014,11,8,0,4.2,2,5,3:31 AM,2:32 PM,6:25 AM,5:50 PM,9,8,10,8,20,91,94,0.2,1022,11,6,342,14,shanghai
2/27/2014,14,7,0,5.7,3,0,4:22 AM,3:40 PM,6:24 AM,5:51 PM,9,10,11,10,10,62,86,0.2,1024,14,7,180,7,shanghai
2/28/2014,9,7,0,4.2,2,0,5:10 AM,4:48 PM,6:22 AM,5:52 PM,7,7,9,7,20,85,91,0,1021,9,10,72,14,shanghai
3/1/2014,8,5,0,4.2,2,0,5:54 AM,5:56 PM,6:21 AM,5:53 PM,5,4,7,4,24,88,88,5.6,1021,8,9,147,17,shanghai
3/2/2014,11,4,0,7.2,2,2,6:35 AM,7:02 PM,6:20 AM,5:53 PM,2,5,7,5,22,45,71,0,1024,11,10,151,16,shanghai
3/3/2014,12,6,0,8.7,3,9,7:17 AM,8:06 PM,6:19 AM,5:54 PM,4,7,9,7,26,36,69,0.3,1024,12,9,71,18,shanghai
3/4/2014,11,7,0,4.3,2,16,7:57 AM,9:09 PM,6:18 AM,5:55 PM,8,8,9,8,16,84,91,1.2,1022,11,9,141,11,shanghai
3/5/2014,10,4,0,8.7,3,24,8:38 AM,10:09 PM,6:17 AM,5:55 PM,2,5,7,5,24,18,71,0,1027,10,10,116,17,shanghai
3/6/2014,7,3,0,4.3,2,31,9:21 AM,11:07 PM,6:16 AM,5:56 PM,0,3,6,3,19,58,67,0.2,1029,7,10,61,14,shanghai
3/7/2014,10,3,0,7.2,2,38,10:05 AM,No moonset,6:15 AM,5:57 PM,0,4,7,4,21,32,63,0,1030,10,10,74,15,shanghai
3/8/2014,7,2,0,4.3,2,46,10:51 AM,12:01 AM,6:13 AM,5:58 PM,2,4,6,4,15,82,79,1.8,1026,7,9,120,10,shanghai
3/9/2014,13,2,0,8.7,3,53,11:39 AM,12:52 AM,6:12 AM,5:58 PM,5,9,10,9,10,4,73,0,1027,13,10,251,7,shanghai
3/10/2014,13,2,0,5.8,3,60,12:28 PM,1:40 AM,6:11 AM,5:59 PM,6,8,10,8,15,28,78,0,1028,13,10,141,10,shanghai
3/11/2014,14,7,0,11.6,4,67,1:20 PM,2:24 AM,6:10 AM,6:00 PM,7,8,11,8,35,10,78,0,1023,14,10,147,24,shanghai
3/12/2014,15,7,0,6,3,75,2:12 PM,3:05 AM,6:09 AM,6:00 PM,11,10,12,10,28,89,94,7.2,1015,15,10,256,18,shanghai
3/13/2014,11,3,0,11.6,3,82,3:04 PM,3:44 AM,6:07 AM,6:01 PM,1,4,7,4,27,24,64,0,1023,11,10,328,20,shanghai
3/14/2014,14,3,0,11.6,4,89,3:57 PM,4:19 AM,6:06 AM,6:02 PM,2,8,10,8,21,9,56,0,1025,14,10,241,14,shanghai
3/15/2014,18,6,0,11.6,4,96,4:51 PM,4:54 AM,6:05 AM,6:02 PM,5,12,13,12,23,10,60,0,1022,18,10,184,15,shanghai
3/16/2014,19,9,0,11.6,5,100,5:45 PM,5:28 AM,6:04 AM,6:03 PM,10,15,16,15,25,7,73,0,1020,19,10,167,15,shanghai
3/17/2014,24,13,0,11.6,4,89,6:40 PM,6:02 AM,6:03 AM,6:03 PM,14,18,19,18,19,41,77,0.7,1016,24,10,190,12,shanghai
3/18/2014,24,10,0,11.6,5,82,7:37 PM,6:37 AM,6:01 AM,6:04 PM,15,19,20,19,13,0,75,0,1016,24,10,108,10,shanghai
3/19/2014,13,8,0,7.5,3,74,8:35 PM,7:15 AM,6:00 AM,6:05 PM,9,9,11,9,24,81,87,0.9,1016,13,10,140,17,shanghai
3/20/2014,13,6,0,11.8,3,67,9:34 PM,7:55 AM,5:59 AM,6:05 PM,2,6,9,6,28,46,62,0.1,1024,13,10,300,20,shanghai
3/21/2014,14,3,0,12.5,4,60,10:33 PM,8:38 AM,5:58 AM,6:06 PM,1,9,10,9,17,3,53,0,1027,14,10,174,13,shanghai
3/22/2014,15,5,0,12.5,4,53,11:33 PM,9:27 AM,5:56 AM,6:07 PM,4,10,12,10,23,5,60,0,1025,15,10,158,16,shanghai
3/23/2014,15,7,0,12.5,4,45,No moonrise,10:20 AM,5:55 AM,6:07 PM,7,9,11,9,32,22,77,0,1026,15,10,141,21,shanghai
3/24/2014,13,9,0,11.8,4,38,12:29 AM,11:19 AM,5:54 AM,6:08 PM,9,10,12,10,28,53,84,0,1022,13,10,176,19,shanghai
3/25/2014,14,6,0,11.8,3,31,1:24 AM,12:20 PM,5:53 AM,6:09 PM,4,9,11,9,19,49,66,0,1025,14,10,180,13,shanghai
3/26/2014,15,6,0,11.8,3,24,2:14 AM,1:25 PM,5:52 AM,6:09 PM,5,10,12,10,19,52,67,0.5,1024,15,10,162,13,shanghai
3/27/2014,17,9,0,12.6,4,16,3:01 AM,2:30 PM,5:50 AM,6:10 PM,11,12,14,12,28,31,83,0.6,1018,17,10,132,19,shanghai
3/28/2014,18,12,0,9.2,4,9,3:46 AM,3:36 PM,5:49 AM,6:11 PM,14,15,15,15,32,74,90,1.5,1011,18,8,149,20,shanghai
3/29/2014,20,14,0,9.2,4,2,4:27 AM,4:41 PM,5:48 AM,6:11 PM,16,17,17,17,18,72,93,2.6,1008,20,6,206,12,shanghai
3/30/2014,20,10,0,12.7,5,0,5:08 AM,5:46 PM,5:47 AM,6:12 PM,10,14,15,14,19,20,76,0,1016,20,10,187,13,shanghai
3/31/2014,15,10,0,12.7,3,0,5:49 AM,6:49 PM,5:45 AM,6:12 PM,7,12,13,12,17,41,70,0,1016,15,10,97,12,shanghai
4/1/2014,17,11,0,11.9,3,5,6:29 AM,7:51 PM,5:44 AM,6:13 PM,10,14,14,14,11,50,77,0,1016,17,10,90,8,shanghai
4/2/2014,18,10,0,10.6,4,13,7:12 AM,8:51 PM,5:43 AM,6:14 PM,11,14,14,14,15,55,81,0.2,1016,18,10,86,11,shanghai
4/3/2014,19,9,0,12.7,4,21,7:56 AM,9:49 PM,5:42 AM,6:14 PM,10,13,14,13,17,44,77,0.6,1017,19,9,40,12,shanghai
4/4/2014,19,6,0,12.7,4,28,8:42 AM,10:42 PM,5:41 AM,6:15 PM,5,14,15,14,14,2,54,0,1019,19,10,222,10,shanghai
4/5/2014,20,7,0,12.8,4,36,9:31 AM,11:33 PM,5:39 AM,6:16 PM,5,12,13,12,21,10,58,0,1020,20,10,141,15,shanghai
4/6/2014,15,4,0,12.8,3,43,10:20 AM,No moonset,5:38 AM,6:16 PM,2,9,11,9,19,42,56,0,1025,15,10,97,14,shanghai
4/7/2014,17,10,0,12.8,4,51,11:12 AM,12:19 AM,5:37 AM,6:17 PM,9,12,13,12,24,49,77,0.9,1019,17,10,155,17,shanghai
4/8/2014,20,12,0,12.8,4,58,12:03 PM,1:01 AM,5:36 AM,6:18 PM,13,15,15,15,11,57,86,0.1,1017,20,8,92,7,shanghai
4/9/2014,20,11,0,12.8,4,66,12:56 PM,1:41 AM,5:34 AM,6:18 PM,13,16,16,16,13,34,86,0,1017,20,7,124,10,shanghai
4/10/2014,22,11,0,12.9,4,73,1:49 PM,2:17 AM,5:33 AM,6:19 PM,12,17,18,17,20,23,73,0,1018,22,9,129,13,shanghai
4/11/2014,19,12,0,12.9,4,81,2:41 PM,2:52 AM,5:32 AM,6:19 PM,11,14,15,14,26,53,79,0,1015,19,10,126,17,shanghai
4/12/2014,19,14,0,9.3,4,89,3:36 PM,3:27 AM,5:31 AM,6:20 PM,15,16,16,16,23,84,93,3.3,1011,19,9,222,15,shanghai
4/13/2014,15,10,0,9.4,3,96,4:30 PM,4:01 AM,5:30 AM,6:21 PM,12,13,14,13,20,71,90,0.2,1017,15,9,221,14,shanghai
4/14/2014,20,9,0,12.9,5,100,5:27 PM,4:35 AM,5:29 AM,6:21 PM,13,17,18,17,12,1,77,0,1021,20,9,69,9,shanghai
4/15/2014,19,10,0,13,5,89,6:25 PM,5:12 AM,5:27 AM,6:22 PM,10,15,15,15,27,9,71,0,1019,19,10,126,20,shanghai
4/16/2014,18,14,0,8.1,4,81,7:25 PM,5:52 AM,5:26 AM,6:23 PM,14,15,16,15,20,84,89,0.9,1012,18,10,201,13,shanghai
4/17/2014,24,13,0,10.7,5,74,8:26 PM,6:35 AM,5:25 AM,6:23 PM,16,19,20,19,11,55,83,0.6,1010,24,10,206,7,shanghai
4/18/2014,18,12,0,10.7,4,66,9:27 PM,7:24 AM,5:24 AM,6:24 PM,13,15,15,15,15,75,86,0,1016,18,7,40,11,shanghai
4/19/2014,15,12,0,8.1,3,59,10:25 PM,8:16 AM,5:23 AM,6:25 PM,13,13,14,13,21,91,94,0,1015,15,8,77,14,shanghai
4/20/2014,17,11,0,9.4,4,51,11:21 PM,9:14 AM,5:22 AM,6:25 PM,12,14,14,14,15,75,86,0.1,1017,17,8,43,11,shanghai
4/21/2014,16,10,0,8.2,3,44,No moonrise,10:14 AM,5:21 AM,6:26 PM,11,13,13,13,15,85,85,1.7,1017,16,8,72,11,shanghai
4/22/2014,20,10,0,12,4,36,12:12 AM,11:18 AM,5:20 AM,6:27 PM,11,14,15,14,14,54,80,0.6,1018,20,9,147,10,shanghai
4/23/2014,19,8,0,13.1,5,28,12:59 AM,12:21 PM,5:19 AM,6:27 PM,8,15,15,15,16,25,65,0,1018,19,10,123,11,shanghai
4/24/2014,20,12,0,10.7,4,21,1:43 AM,1:25 PM,5:18 AM,6:28 PM,13,16,17,16,26,52,82,0.4,1017,20,9,123,18,shanghai
4/25/2014,20,15,0,13.1,4,13,2:24 AM,2:28 PM,5:17 AM,6:29 PM,14,17,17,17,34,50,83,0,1018,20,10,125,23,shanghai
4/26/2014,17,16,0,8.2,4,6,3:04 AM,3:32 PM,5:16 AM,6:29 PM,16,16,16,16,32,99,97,1,1016,17,9,135,20,shanghai
4/27/2014,20,15,0,9.5,4,0,3:44 AM,4:34 PM,5:15 AM,6:30 PM,16,17,17,17,24,77,90,0.3,1014,20,7,272,16,shanghai
4/28/2014,18,13,0,10.7,4,0,4:23 AM,5:36 PM,5:14 AM,6:31 PM,13,15,16,15,29,49,84,0,1016,18,8,310,20,shanghai
4/29/2014,23,12,0,13.2,5,0,5:05 AM,6:36 PM,5:13 AM,6:31 PM,12,18,19,18,17,11,72,0.1,1015,23,10,244,13,shanghai
4/30/2014,23,9,0,13.2,5,1,5:48 AM,7:35 PM,5:12 AM,6:32 PM,12,18,18,18,15,6,71,0,1014,23,8,173,9,shanghai
5/1/2014,26,14,0,13.2,6,9,6:33 AM,8:30 PM,5:11 AM,6:33 PM,14,22,22,21,18,8,67,0,1014,26,10,177,12,shanghai
5/2/2014,30,16,0,13.2,6,16,7:21 AM,9:23 PM,5:10 AM,6:33 PM,14,24,24,23,20,13,57,0,1017,30,10,198,14,shanghai
5/3/2014,18,14,0,13.3,4,23,8:11 AM,10:11 PM,5:09 AM,6:34 PM,10,16,16,16,21,45,66,0.2,1021,18,9,93,15,shanghai
5/4/2014,19,13,0,10.8,4,31,9:02 AM,10:56 PM,5:08 AM,6:35 PM,13,16,16,16,17,67,81,4.4,1017,19,9,210,11,shanghai
5/5/2014,19,11,0,13.3,4,38,9:54 AM,11:37 PM,5:07 AM,6:35 PM,4,15,15,15,19,38,49,0,1022,19,10,74,13,shanghai
5/6/2014,20,10,0,13.3,5,45,10:46 AM,No moonset,5:06 AM,6:36 PM,6,16,16,16,23,6,52,0,1020,20,10,144,16,shanghai
5/7/2014,24,14,0,10.8,5,52,11:39 AM,12:15 AM,5:05 AM,6:37 PM,13,19,20,19,24,41,69,0,1012,24,10,169,17,shanghai
5/8/2014,25,15,0,12,5,60,12:31 PM,12:50 AM,5:05 AM,6:38 PM,14,21,22,21,18,36,65,0,1014,25,10,156,13,shanghai
5/9/2014,20,14,0,13.3,5,67,1:25 PM,1:25 AM,5:04 AM,6:38 PM,11,17,17,17,23,48,68,0.1,1015,20,10,113,17,shanghai
5/10/2014,19,16,0,8.4,4,74,2:18 PM,1:58 AM,5:03 AM,6:39 PM,17,18,18,18,36,98,92,0.6,1012,19,9,121,23,shanghai
5/11/2014,23,17,0,8.4,5,81,3:14 PM,2:32 AM,5:02 AM,6:40 PM,18,20,20,20,29,85,88,2,1007,23,9,223,19,shanghai
5/12/2014,25,15,0,12,5,89,4:11 PM,3:08 AM,5:01 AM,6:40 PM,13,21,21,21,15,36,63,0,1012,25,10,219,10,shanghai
5/13/2014,23,16,0,13.3,5,96,5:11 PM,3:46 AM,5:01 AM,6:41 PM,13,20,20,20,25,50,68,4.4,1008,23,10,150,18,shanghai
5/14/2014,28,18,0,12.1,5,100,6:12 PM,4:28 AM,5:00 AM,6:42 PM,19,23,23,22,13,76,83,2.8,1002,28,8,248,9,shanghai
5/15/2014,26,16,0,13.8,6,89,7:15 PM,5:15 AM,4:59 AM,6:42 PM,14,22,22,21,15,30,64,0,1007,26,10,173,10,shanghai
5/16/2014,25,16,0,13.8,6,82,8:15 PM,6:07 AM,4:59 AM,6:43 PM,13,22,22,21,18,17,61,0,1010,25,10,137,12,shanghai
5/17/2014,21,17,0,8.7,4,75,9:14 PM,7:05 AM,4:58 AM,6:44 PM,16,19,19,19,18,98,86,1.1,1011,21,7,116,13,shanghai
5/18/2014,19,16,0,8.7,4,68,10:08 PM,8:06 AM,4:58 AM,6:44 PM,15,18,18,18,15,91,84,0.5,1012,19,7,60,12,shanghai
5/19/2014,23,16,0,8.7,5,60,10:58 PM,9:10 AM,4:57 AM,6:45 PM,17,20,21,20,9,77,83,0.3,1010,23,10,116,7,shanghai
5/20/2014,25,18,0,12.2,5,53,11:44 PM,10:14 AM,4:56 AM,6:46 PM,18,22,22,22,16,48,79,0.3,1008,25,8,234,12,shanghai
5/21/2014,27,17,0,13.9,6,46,No moonrise,11:19 AM,4:56 AM,6:46 PM,17,24,24,23,18,15,72,0,1009,27,10,146,13,shanghai
5/22/2014,26,18,0,13.9,6,39,12:25 AM,12:22 PM,4:55 AM,6:47 PM,16,23,23,22,24,8,72,0,1012,26,10,155,18,shanghai
5/23/2014,25,18,0,13.9,6,31,1:05 AM,1:24 PM,4:55 AM,6:48 PM,17,23,23,22,27,2,77,0,1016,25,10,134,21,shanghai
5/24/2014,25,18,0,11,5,24,1:44 AM,2:25 PM,4:54 AM,6:48 PM,19,24,24,22,31,49,83,0,1013,25,10,147,22,shanghai
5/25/2014,29,21,0,9.9,6,17,2:22 AM,3:26 PM,4:54 AM,6:49 PM,22,28,28,25,15,80,84,1.5,1008,29,10,223,11,shanghai
5/26/2014,30,21,0,13.3,6,9,3:02 AM,4:25 PM,4:53 AM,6:49 PM,19,28,28,26,14,33,69,0,1009,30,8,186,10,shanghai
5/27/2014,32,21,0,14,7,2,3:43 AM,5:24 PM,4:53 AM,6:50 PM,15,28,28,27,20,15,50,0,1005,32,10,228,13,shanghai
5/28/2014,35,22,0,14,7,0,4:27 AM,6:20 PM,4:53 AM,6:51 PM,15,30,30,29,18,19,46,0,1006,35,10,217,11,shanghai
5/29/2014,32,22,0,14,7,0,5:14 AM,7:15 PM,4:52 AM,6:51 PM,16,28,28,27,19,16,52,0,1007,32,10,155,12,shanghai
5/30/2014,31,22,0,13.4,6,5,6:02 AM,8:05 PM,4:52 AM,6:52 PM,16,28,28,27,22,29,52,0,1009,31,10,169,15,shanghai
5/31/2014,26,20,0,14,6,9,6:53 AM,8:51 PM,4:52 AM,6:52 PM,18,24,24,23,28,31,77,0,1011,26,10,142,21,shanghai
6/1/2014,25,20,0,8.8,5,20,7:45 AM,9:34 PM,4:51 AM,6:53 PM,20,24,24,23,35,85,87,8.2,1005,25,9,152,26,shanghai
6/2/2014,27,20,0,14,6,28,8:37 AM,10:13 PM,4:51 AM,6:53 PM,19,25,25,23,28,40,78,0,1003,27,10,281,20,shanghai
6/3/2014,23,17,0,9.9,5,35,9:30 AM,10:49 PM,4:51 AM,6:54 PM,16,22,22,21,21,61,74,0.3,1005,23,10,299,15,shanghai
6/4/2014,25,18,0,11.1,5,43,10:22 AM,11:24 PM,4:51 AM,6:55 PM,17,23,23,22,19,55,72,0,1005,25,10,244,13,shanghai
6/5/2014,27,18,0,13.4,5,50,11:15 AM,11:57 PM,4:51 AM,6:55 PM,18,24,24,23,13,46,78,0.1,1006,27,9,105,10,shanghai
6/6/2014,28,19,0,14.1,6,58,12:08 PM,No moonset,4:51 AM,6:56 PM,19,25,25,24,13,20,74,0,1005,28,10,117,10,shanghai
6/7/2014,30,20,0,14.1,7,65,1:02 PM,12:30 AM,4:50 AM,6:56 PM,21,27,27,25,14,20,78,0,1004,30,10,122,10,shanghai
6/8/2014,27,21,0,14.1,6,73,1:57 PM,1:04 AM,4:50 AM,6:56 PM,19,26,26,24,15,21,77,0,1006,27,10,115,12,shanghai
6/9/2014,26,20,0,14.1,6,81,2:55 PM,1:41 AM,4:50 AM,6:57 PM,19,24,24,23,20,28,80,0,1006,26,10,109,16,shanghai
6/10/2014,28,20,0,13.4,5,88,3:55 PM,2:20 AM,4:50 AM,6:57 PM,19,26,26,24,16,27,76,0,1007,28,10,73,13,shanghai
6/11/2014,28,20,0,13.4,5,96,4:57 PM,3:04 AM,4:50 AM,6:58 PM,19,25,25,24,13,43,75,0.3,1007,28,8,69,10,shanghai
6/12/2014,29,19,0,13.4,7,100,5:59 PM,3:54 AM,4:50 AM,6:58 PM,18,25,25,24,10,38,69,0.3,1006,29,10,95,8,shanghai
6/13/2014,31,19,0,14.1,7,89,7:00 PM,4:49 AM,4:50 AM,6:59 PM,18,28,28,27,12,21,61,0,1008,31,10,187,9,shanghai
6/14/2014,34,22,0,14.1,7,82,7:58 PM,5:50 AM,4:50 AM,6:59 PM,18,29,29,28,13,20,55,0,1008,34,10,162,9,shanghai
6/15/2014,29,23,0,12.2,6,74,8:52 PM,6:55 AM,4:50 AM,6:59 PM,18,27,27,26,17,53,65,0,1007,29,10,121,13,shanghai
6/16/2014,26,22,0,9.1,5,67,9:41 PM,8:02 AM,4:50 AM,7:00 PM,21,26,26,24,25,92,86,0,1003,26,10,116,19,shanghai
6/17/2014,26,21,0,9.1,5,59,10:24 PM,9:09 AM,4:50 AM,7:00 PM,22,27,27,24,12,87,86,0.1,1002,26,8,220,9,shanghai
6/18/2014,26,20,0,12.3,5,52,11:06 PM,10:14 AM,4:51 AM,7:00 PM,19,25,25,23,12,51,79,0.1,1006,26,10,76,9,shanghai
