date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
8/27/2015,30,22,0,13,6,85,4:18 PM,2:24 AM,5:27 AM,6:24 PM,22,30,30,27,9,17,75,0.1,1009,30,10,182,5,shanghai
8/28/2015,29,21,0,13,6,92,5:07 PM,3:28 AM,5:28 AM,6:23 PM,22,29,29,27,10,15,76,3.9,1009,29,10,121,6,shanghai
8/29/2015,30,22,0,12.9,7,100,5:54 PM,4:34 AM,5:29 AM,6:22 PM,22,29,29,27,11,14,75,0,1008,30,10,79,8,shanghai
8/30/2015,29,21,0,12.9,7,100,6:39 PM,5:42 AM,5:29 AM,6:21 PM,22,29,29,26,13,7,77,0,1009,29,10,99,9,shanghai
8/31/2015,29,21,0,12.9,7,89,7:23 PM,6:50 AM,5:30 AM,6:20 PM,22,29,29,26,14,18,79,0,1010,29,10,103,10,shanghai
9/1/2015,29,23,0,11.9,6,74,8:06 PM,7:58 AM,5:30 AM,6:18 PM,22,29,29,26,15,48,79,0.5,1009,29,9,128,10,shanghai
9/2/2015,29,23,0,12.9,6,66,8:50 PM,9:05 AM,5:31 AM,6:17 PM,22,30,30,27,11,36,73,0.6,1011,29,10,189,7,shanghai
9/3/2015,30,20,0,12.8,7,59,9:36 PM,10:11 AM,5:32 AM,6:16 PM,21,30,30,27,15,9,73,0,1014,30,10,236,10,shanghai
9/4/2015,29,22,0,12.8,6,51,10:23 PM,11:14 AM,5:32 AM,6:15 PM,22,30,30,27,20,23,75,1.5,1012,29,10,156,15,shanghai
9/5/2015,28,23,0,11.9,6,44,11:13 PM,12:14 PM,5:33 AM,6:13 PM,22,29,29,26,14,69,80,1.9,1011,28,9,108,10,shanghai
9/6/2015,28,23,0,12.8,6,36,No moonrise,1:11 PM,5:33 AM,6:12 PM,22,29,29,26,15,61,81,0.6,1011,28,9,132,11,shanghai
9/7/2015,28,20,0,12.8,7,29,12:04 AM,2:03 PM,5:34 AM,6:11 PM,21,27,27,25,18,19,80,0.1,1010,28,10,108,13,shanghai
9/8/2015,28,21,0,12.8,7,21,12:57 AM,2:50 PM,5:34 AM,6:10 PM,20,27,27,25,20,25,74,0.2,1013,28,10,53,14,shanghai
9/9/2015,28,19,0,12.7,6,14,1:51 AM,3:35 PM,5:35 AM,6:09 PM,17,25,25,24,16,8,67,0,1015,28,10,38,11,shanghai
9/10/2015,28,18,0,12.7,6,6,2:44 AM,4:14 PM,5:36 AM,6:07 PM,17,25,25,24,14,8,67,0,1015,28,10,176,9,shanghai
9/11/2015,29,17,0,12.7,7,0,3:38 AM,4:51 PM,5:36 AM,6:06 PM,18,25,25,24,10,23,69,0,1013,29,10,124,6,shanghai
9/12/2015,22,17,0,11.9,5,0,4:30 AM,5:27 PM,5:37 AM,6:05 PM,17,20,21,20,20,50,81,1.3,1016,22,10,317,12,shanghai
9/13/2015,26,16,0,12.7,5,0,5:23 AM,6:00 PM,5:37 AM,6:04 PM,14,22,22,21,19,36,64,0,1019,26,10,107,12,shanghai
9/14/2015,26,18,0,11.9,5,1,6:15 AM,6:33 PM,5:38 AM,6:02 PM,17,24,24,23,12,48,69,0,1018,26,10,99,8,shanghai
9/15/2015,23,19,0,7.9,5,9,7:06 AM,7:06 PM,5:38 AM,6:01 PM,19,21,22,21,9,85,88,0.6,1017,23,7,248,6,shanghai
9/16/2015,26,19,0,12.6,5,16,7:58 AM,7:40 PM,5:39 AM,6:00 PM,19,24,24,23,28,54,78,10.4,1015,26,8,132,18,shanghai
9/17/2015,27,22,0,8.8,6,24,8:50 AM,8:16 PM,5:40 AM,5:58 PM,21,27,27,25,17,66,81,2.2,1012,27,9,141,12,shanghai
9/18/2015,27,21,0,8.8,5,32,9:43 AM,8:55 PM,5:40 AM,5:57 PM,20,27,27,25,19,60,79,0.5,1013,27,9,150,13,shanghai
9/19/2015,27,21,0,8.8,6,39,10:36 AM,9:37 PM,5:41 AM,5:56 PM,21,27,27,25,17,60,80,0.8,1012,27,9,188,12,shanghai
9/20/2015,27,21,0,8.8,5,47,11:30 AM,10:23 PM,5:41 AM,5:55 PM,21,27,27,24,19,57,82,2.6,1012,27,9,161,13,shanghai
9/21/2015,27,19,0,11.6,6,54,12:23 PM,11:14 PM,5:42 AM,5:53 PM,18,24,24,23,19,26,75,0,1013,27,10,75,13,shanghai
9/22/2015,27,21,0,7.4,5,62,1:15 PM,No moonset,5:42 AM,5:52 PM,20,26,26,24,20,75,80,0.2,1012,27,10,134,14,shanghai
9/23/2015,27,20,0,7.4,5,69,2:06 PM,12:09 AM,5:43 AM,5:51 PM,20,25,25,23,22,71,85,3.7,1008,27,9,277,15,shanghai
9/24/2015,27,20,0,6,5,77,2:55 PM,1:09 AM,5:44 AM,5:50 PM,20,24,24,23,16,80,84,0.8,1008,27,8,115,11,shanghai
9/25/2015,24,20,0,11.6,6,84,3:42 PM,2:12 AM,5:44 AM,5:48 PM,20,24,24,23,12,53,85,0,1008,24,10,59,8,shanghai
9/26/2015,27,19,0,11.6,6,92,4:27 PM,3:18 AM,5:45 AM,5:47 PM,19,25,25,24,19,13,78,0,1012,27,10,31,14,shanghai
9/27/2015,27,19,0,10.2,5,99,5:11 PM,4:26 AM,5:45 AM,5:46 PM,18,23,23,23,22,21,76,0,1013,27,10,29,15,shanghai
9/28/2015,26,19,0,6,5,100,5:55 PM,5:35 AM,5:46 AM,5:45 PM,19,25,25,23,30,71,80,0.8,1015,26,10,50,21,shanghai
9/29/2015,24,23,0,6,5,85,6:40 PM,6:43 AM,5:47 AM,5:43 PM,22,26,26,24,43,91,91,2.6,1016,24,10,73,27,shanghai
9/30/2015,29,25,0,6,6,78,7:27 PM,7:51 AM,5:47 AM,5:42 PM,24,30,30,27,30,76,86,0,1013,29,10,145,19,shanghai
10/1/2015,23,16,0,7.4,5,75,8:14 PM,8:58 AM,5:48 AM,5:41 PM,18,22,24,22,36,55,78,2.5,1013,23,10,283,24,shanghai
10/2/2015,24,14,0,11.6,6,68,9:05 PM,10:02 AM,5:48 AM,5:40 PM,14,22,23,22,15,4,61,0,1018,24,10,219,10,shanghai
10/3/2015,27,16,0,11.6,6,61,9:58 PM,11:02 AM,5:49 AM,5:38 PM,19,24,24,23,13,24,77,0,1020,27,10,134,8,shanghai
10/4/2015,25,19,0,8.8,5,53,10:51 PM,11:57 AM,5:50 AM,5:37 PM,17,22,22,21,18,66,80,1.9,1024,25,10,96,12,shanghai
10/5/2015,21,19,0,5.9,4,46,11:46 PM,12:48 PM,5:50 AM,5:36 PM,18,20,20,20,17,98,86,6.7,1022,21,10,68,11,shanghai
10/6/2015,23,19,0,5.9,5,39,No moonrise,1:33 PM,5:51 AM,5:35 PM,17,21,22,21,19,74,78,0.2,1019,23,10,94,12,shanghai
10/7/2015,24,19,0,5.9,5,31,12:40 AM,2:14 PM,5:51 AM,5:33 PM,17,24,24,22,25,90,74,0,1014,24,10,125,17,shanghai
10/8/2015,21,18,0,7.3,4,24,1:34 AM,2:52 PM,5:52 AM,5:32 PM,17,20,21,20,22,79,86,2.2,1014,21,8,136,14,shanghai
10/9/2015,24,16,0,10.2,6,17,2:26 AM,3:28 PM,5:53 AM,5:31 PM,14,20,21,20,17,17,70,0,1015,24,10,306,11,shanghai
10/10/2015,24,14,0,5.9,5,10,3:19 AM,4:02 PM,5:53 AM,5:30 PM,10,19,19,19,22,68,57,0,1015,24,10,291,14,shanghai
10/11/2015,22,12,0,11.6,5,2,4:10 AM,4:34 PM,5:54 AM,5:29 PM,7,18,18,18,18,11,52,0,1021,22,10,226,12,shanghai
10/12/2015,23,12,0,11.6,5,0,5:02 AM,5:08 PM,5:55 AM,5:27 PM,8,20,20,20,8,2,46,0,1023,23,10,285,6,shanghai
10/13/2015,24,12,0,11.6,4,0,5:54 AM,5:42 PM,5:55 AM,5:26 PM,9,20,20,20,9,31,51,0,1023,24,10,199,5,shanghai
10/14/2015,24,13,0,11.6,6,5,6:46 AM,6:17 PM,5:56 AM,5:25 PM,11,20,21,20,12,14,60,0,1021,24,10,111,8,shanghai
10/15/2015,25,15,0,11.6,6,12,7:39 AM,6:55 PM,5:57 AM,5:24 PM,16,23,24,23,11,0,68,0,1019,25,10,122,9,shanghai
10/16/2015,25,15,0,11.6,6,19,8:32 AM,7:36 PM,5:57 AM,5:23 PM,18,23,24,23,11,1,72,0,1019,25,10,88,9,shanghai
10/17/2015,25,15,0,11.6,6,27,9:26 AM,8:20 PM,5:58 AM,5:22 PM,16,23,23,23,13,0,67,0,1020,25,10,68,10,shanghai
10/18/2015,24,15,0,11.6,6,34,10:18 AM,9:09 PM,5:59 AM,5:21 PM,16,21,22,21,14,10,74,0,1019,24,10,69,10,shanghai
10/19/2015,24,15,0,11.6,6,41,11:10 AM,10:01 PM,5:59 AM,5:19 PM,14,20,21,20,16,34,71,0,1016,24,10,69,10,shanghai
10/20/2015,24,16,0,8.6,5,48,12:00 PM,10:57 PM,6:00 AM,5:18 PM,16,21,22,21,16,51,78,0.2,1015,24,10,80,11,shanghai
10/21/2015,25,17,0,8.7,6,56,12:48 PM,11:57 PM,6:01 AM,5:17 PM,18,23,24,23,15,7,76,0,1017,25,10,70,12,shanghai
10/22/2015,26,18,0,8.7,5,63,1:34 PM,No moonset,6:01 AM,5:16 PM,18,22,22,22,17,30,80,0,1018,26,9,69,12,shanghai
10/23/2015,25,17,0,8.7,6,70,2:17 PM,1:00 AM,6:02 AM,5:15 PM,18,24,24,22,14,27,79,0,1018,25,9,78,11,shanghai
10/24/2015,22,17,0,7.2,5,77,3:01 PM,2:04 AM,6:03 AM,5:14 PM,17,21,23,21,17,45,77,0.1,1019,22,10,110,13,shanghai
10/25/2015,23,18,0,5.7,5,85,3:44 PM,3:11 AM,6:04 AM,5:13 PM,15,20,21,20,20,66,75,0.4,1020,23,9,120,13,shanghai
10/26/2015,26,18,0,8.7,6,92,4:27 PM,4:18 AM,6:04 AM,5:12 PM,18,23,23,22,21,27,78,0,1017,26,10,154,15,shanghai
10/27/2015,21,14,0,8.7,4,99,5:13 PM,5:26 AM,6:05 AM,5:11 PM,11,18,18,18,27,36,63,0,1019,21,10,322,20,shanghai
10/28/2015,20,11,0,8.7,5,100,6:01 PM,6:34 AM,6:06 AM,5:10 PM,6,17,18,17,10,27,48,0,1022,20,10,96,6,shanghai
10/29/2015,17,15,0,4.1,4,86,6:51 PM,7:42 AM,6:07 AM,5:09 PM,13,17,17,17,20,95,80,10.3,1022,17,9,40,13,shanghai
10/30/2015,19,14,0,7.2,4,79,7:45 PM,8:45 AM,6:07 AM,5:08 PM,11,16,17,16,28,61,69,0.1,1027,19,10,101,19,shanghai
10/31/2015,18,14,0,7.2,4,75,8:39 PM,9:45 AM,6:08 AM,5:08 PM,8,16,16,16,20,64,60,0,1030,18,10,104,15,shanghai
11/1/2015,14,10,0,5.6,3,59,9:36 PM,10:40 AM,6:09 AM,5:07 PM,10,12,13,12,16,63,80,4.1,1026,14,10,308,11,shanghai
11/2/2015,18,9,0,8.7,4,52,10:31 PM,11:29 AM,6:10 AM,5:06 PM,7,15,16,15,14,1,55,0,1026,18,10,239,11,shanghai
11/3/2015,20,10,0,8.7,5,44,11:27 PM,12:12 PM,6:10 AM,5:05 PM,11,18,18,18,17,16,65,0,1026,20,10,101,12,shanghai
11/4/2015,19,15,0,4.1,4,37,No moonrise,12:52 PM,6:11 AM,5:04 PM,16,18,18,18,21,76,85,0.7,1024,19,8,131,13,shanghai
11/5/2015,24,18,0,7.2,5,29,12:20 AM,1:29 PM,6:12 AM,5:03 PM,18,21,21,21,16,75,85,1,1021,24,8,139,11,shanghai
11/6/2015,26,19,0,8.7,5,22,1:13 AM,2:03 PM,6:13 AM,5:03 PM,19,24,24,22,33,59,88,0,1018,26,10,146,22,shanghai
11/7/2015,25,16,0,4.1,5,14,2:05 AM,2:36 PM,6:14 AM,5:02 PM,18,23,23,21,26,80,82,0.3,1017,25,10,257,18,shanghai
11/8/2015,18,14,0,4.1,4,6,2:57 AM,3:09 PM,6:14 AM,5:01 PM,11,15,15,15,23,96,77,0.9,1021,18,8,313,18,shanghai
11/9/2015,15,11,0,5.6,3,0,3:49 AM,3:42 PM,6:15 AM,5:00 PM,9,12,13,12,26,57,75,1.1,1024,15,10,328,20,shanghai
11/10/2015,16,9,0,7.2,3,0,4:40 AM,4:17 PM,6:16 AM,5:00 PM,8,13,14,13,18,48,70,0,1026,16,10,134,13,shanghai
11/11/2015,18,13,0,7.1,4,0,5:34 AM,4:54 PM,6:17 AM,4:59 PM,10,15,15,15,18,61,69,0.1,1026,18,10,81,13,shanghai
11/12/2015,17,14,0,3.9,4,1,6:27 AM,5:34 PM,6:18 AM,4:59 PM,13,16,16,16,8,87,84,0,1023,17,9,88,6,shanghai
11/13/2015,17,13,0,5.5,4,8,7:21 AM,6:18 PM,6:19 AM,4:58 PM,13,15,15,15,22,80,86,2.1,1018,17,9,265,16,shanghai
11/14/2015,18,13,0,5.5,4,16,8:15 AM,7:06 PM,6:20 AM,4:57 PM,11,15,15,15,16,41,74,0,1019,18,10,303,12,shanghai
11/15/2015,20,12,0,8.7,5,24,9:08 AM,7:57 PM,6:20 AM,4:57 PM,13,17,17,17,17,23,74,0,1019,20,10,116,12,shanghai
11/16/2015,21,16,0,3.9,4,31,9:58 AM,8:52 PM,6:21 AM,4:56 PM,16,18,18,18,23,89,88,4.5,1016,21,10,179,15,shanghai
11/17/2015,17,15,0,3.9,4,39,10:46 AM,9:50 PM,6:22 AM,4:56 PM,15,17,17,17,24,100,91,15.9,1017,17,9,34,17,shanghai
11/18/2015,17,14,0,3.9,4,46,11:32 AM,10:50 PM,6:23 AM,4:55 PM,14,16,16,16,25,98,85,1.8,1020,17,10,99,17,shanghai
11/19/2015,14,14,0,3.9,3,54,12:15 PM,11:52 PM,6:24 AM,4:55 PM,11,14,14,14,12,99,84,0.5,1023,14,9,22,9,shanghai
11/20/2015,15,14,0,3.9,3,61,12:57 PM,No moonset,6:25 AM,4:54 PM,13,15,15,15,15,99,88,1.7,1023,15,8,31,10,shanghai
11/21/2015,17,15,0,3.9,4,69,1:38 PM,12:55 AM,6:25 AM,4:54 PM,16,17,17,17,19,100,94,8.1,1024,17,8,74,13,shanghai
11/22/2015,19,17,0,3.9,4,76,2:19 PM,2:00 AM,6:26 AM,4:54 PM,16,18,18,18,20,94,92,5.8,1023,19,8,79,13,shanghai
11/23/2015,17,15,0,3.8,4,84,3:02 PM,3:05 AM,6:27 AM,4:53 PM,15,16,17,16,23,88,90,1.3,1023,17,9,165,16,shanghai
11/24/2015,14,11,0,3.8,3,91,3:48 PM,4:12 AM,6:28 AM,4:53 PM,11,12,14,12,32,99,84,0,1024,14,10,75,22,shanghai
11/25/2015,8,5,0,5.5,2,99,4:36 PM,5:19 AM,6:29 AM,4:53 PM,3,3,7,3,36,86,78,1.5,1026,8,10,312,27,shanghai
11/26/2015,5,0,0,8.7,2,100,5:28 PM,6:24 AM,6:30 AM,4:53 PM,-5,-3,3,-3,35,18,58,0,1029,5,10,306,27,shanghai
11/27/2015,6,-1,0,7.1,1,86,6:23 PM,7:27 AM,6:31 AM,4:52 PM,-6,2,4,2,11,31,48,0,1030,6,10,213,9,shanghai
11/28/2015,14,6,0,7.1,3,78,7:20 PM,8:25 AM,6:31 AM,4:52 PM,2,10,11,10,10,67,57,0.2,1028,14,9,180,6,shanghai
11/29/2015,13,9,0,3.8,3,71,8:17 PM,9:19 AM,6:32 AM,4:52 PM,10,12,12,12,5,93,87,2.1,1026,13,9,158,4,shanghai
11/30/2015,16,10,0,7.1,3,63,9:15 PM,10:06 AM,6:33 AM,4:52 PM,11,13,14,13,11,29,81,0,1025,16,10,91,8,shanghai
12/1/2015,17,12,0,3.8,3,61,10:10 PM,10:49 AM,6:34 AM,4:52 PM,11,14,14,14,24,57,82,0,1022,17,10,113,15,shanghai
12/2/2015,13,8,0,5.4,3,54,11:04 PM,11:28 AM,6:35 AM,4:52 PM,8,11,13,11,28,76,76,3.3,1021,13,10,295,18,shanghai
12/3/2015,13,6,0,8.7,3,46,11:57 PM,12:03 PM,6:36 AM,4:52 PM,-1,8,10,8,26,8,48,0,1026,13,10,298,19,shanghai
12/4/2015,10,4,0,8.7,3,39,No moonrise,12:36 PM,6:36 AM,4:52 PM,-5,6,8,6,17,22,42,0,1029,10,10,327,11,shanghai
12/5/2015,7,4,0,3.8,2,32,12:49 AM,1:10 PM,6:37 AM,4:52 PM,-1,5,6,5,7,97,63,4.6,1029,7,9,260,5,shanghai
12/6/2015,11,4,0,8.7,2,25,1:41 AM,1:43 PM,6:38 AM,4:52 PM,3,6,8,6,15,49,72,1.9,1030,11,10,294,12,shanghai
12/7/2015,13,6,0,8.7,3,17,2:33 AM,2:16 PM,6:39 AM,4:52 PM,7,11,12,11,13,1,72,0,1031,13,10,144,11,shanghai
12/8/2015,14,7,0,5.4,3,10,3:26 AM,2:52 PM,6:39 AM,4:52 PM,7,12,12,12,15,35,72,0,1031,14,10,69,11,shanghai
12/9/2015,16,10,0,3.8,3,3,4:19 AM,3:31 PM,6:40 AM,4:52 PM,11,12,13,12,19,81,86,1.4,1024,16,8,92,12,shanghai
12/10/2015,13,11,0,3.8,3,0,5:13 AM,4:13 PM,6:41 AM,4:52 PM,11,11,12,11,28,97,93,5.4,1017,13,9,305,19,shanghai
12/11/2015,11,6,0,5.4,2,0,6:08 AM,5:00 PM,6:42 AM,4:53 PM,7,8,10,8,23,68,82,0.2,1022,11,9,299,17,shanghai
12/12/2015,12,5,0,8.7,3,4,7:02 AM,5:51 PM,6:42 AM,4:53 PM,7,10,11,10,10,9,77,0,1024,12,10,196,8,shanghai
12/13/2015,10,7,0,3.8,2,12,7:55 AM,6:46 PM,6:43 AM,4:53 PM,7,7,9,7,15,94,89,1,1023,10,8,213,11,shanghai
12/14/2015,9,6,0,7.1,2,19,8:45 AM,7:45 PM,6:44 AM,4:53 PM,3,5,8,5,22,58,74,0,1024,9,10,300,15,shanghai
12/15/2015,10,5,0,8.7,3,26,9:32 AM,8:45 PM,6:44 AM,4:54 PM,0,5,8,5,20,32,61,0,1026,10,10,310,14,shanghai
12/16/2015,7,2,0,8.7,3,33,10:16 AM,9:46 PM,6:45 AM,4:54 PM,-5,1,5,1,29,4,48,0,1030,7,10,319,21,shanghai
12/17/2015,5,0,0,8.7,2,41,10:58 AM,10:48 PM,6:46 AM,4:54 PM,-8,0,4,0,19,0,43,0,1034,5,10,320,16,shanghai
12/18/2015,3,1,0,8.7,2,48,11:39 AM,11:51 PM,6:46 AM,4:55 PM,-6,1,4,1,14,19,48,0,1033,3,10,309,10,shanghai
12/19/2015,11,5,0,5.4,2,55,12:18 PM,No moonset,6:47 AM,4:55 PM,2,7,9,7,18,37,63,0,1027,11,10,195,12,shanghai
12/20/2015,11,6,0,5.4,2,62,12:59 PM,12:54 AM,6:47 AM,4:56 PM,3,7,9,7,21,59,68,0.8,1026,11,9,189,15,shanghai
12/21/2015,9,6,0,8.7,3,70,1:42 PM,1:58 AM,6:48 AM,4:56 PM,5,7,8,7,12,48,81,0.2,1028,9,10,151,9,shanghai
12/22/2015,16,10,0,7.1,3,77,2:27 PM,3:02 AM,6:48 AM,4:57 PM,10,12,13,12,14,70,83,2.9,1024,16,10,179,9,shanghai
12/23/2015,12,9,0,3.8,3,84,3:16 PM,4:06 AM,6:49 AM,4:57 PM,9,9,11,9,18,83,89,0,1022,12,10,204,13,shanghai
12/24/2015,10,8,0,3.8,2,92,4:08 PM,5:09 AM,6:49 AM,4:58 PM,8,8,10,8,21,98,89,3.1,1023,10,8,107,15,shanghai
12/25/2015,11,6,0,8.7,3,99,5:03 PM,6:09 AM,6:50 AM,4:58 PM,6,7,9,7,17,25,78,0,1026,11,10,293,13,shanghai
12/26/2015,13,5,0,8.7,3,100,6:01 PM,7:05 AM,6:50 AM,4:59 PM,6,11,12,11,12,3,67,0,1024,13,10,210,10,shanghai
12/27/2015,11,5,0,3.9,2,87,6:59 PM,7:56 AM,6:51 AM,5:00 PM,4,6,8,6,23,68,76,0.1,1030,11,10,64,16,shanghai
12/28/2015,8,3,0,8.7,3,79,7:56 PM,8:42 AM,6:51 AM,5:00 PM,1,4,7,4,18,26,68,0,1034,8,10,307,14,shanghai
12/29/2015,9,5,0,7.1,2,72,8:52 PM,9:23 AM,6:51 AM,5:01 PM,2,5,8,5,20,57,68,0.3,1026,9,10,214,14,shanghai
12/30/2015,12,4,0,8.7,3,65,9:47 PM,10:01 AM,6:52 AM,5:01 PM,5,10,11,10,8,15,71,0,1030,12,10,244,6,shanghai
12/31/2015,10,4,0,8.7,3,61,10:39 PM,10:36 AM,6:52 AM,5:02 PM,3,7,9,7,15,4,68,0,1034,10,10,227,12,shanghai
1/1/2016,12,3,0,8.7,3,50,11:32 PM,11:09 AM,6:52 AM,5:03 PM,6,10,11,10,13,6,72,0,1031,12,10,132,10,shanghai
1/2/2016,17,9,0,8.7,4,43,No moonrise,11:42 AM,6:53 AM,5:04 PM,4,12,13,12,12,26,60,0,1023,17,10,181,8,shanghai
1/3/2016,17,11,0,8.7,3,36,12:23 AM,12:15 PM,6:53 AM,5:04 PM,8,13,14,13,12,49,72,0.5,1021,17,9,192,7,shanghai
1/4/2016,8,4,0,5.5,2,28,1:16 AM,12:50 PM,6:53 AM,5:05 PM,0,4,7,4,19,59,66,0.2,1026,8,10,177,14,shanghai
1/5/2016,10,5,0,3.9,2,21,2:08 AM,1:27 PM,6:53 AM,5:06 PM,5,6,8,6,25,91,79,0.2,1025,10,9,80,17,shanghai
1/6/2016,9,7,0,4,2,14,3:02 AM,2:07 PM,6:53 AM,5:07 PM,5,6,8,6,24,88,82,2.8,1027,9,9,25,17,shanghai
1/7/2016,10,5,0,5.5,2,7,3:56 AM,2:52 PM,6:53 AM,5:07 PM,3,6,7,6,14,56,76,0.1,1028,10,10,258,10,shanghai
1/8/2016,8,4,0,8.7,2,0,4:51 AM,3:42 PM,6:53 AM,5:08 PM,-3,4,6,4,15,41,55,0,1028,8,10,269,12,shanghai
1/9/2016,9,2,0,8.7,2,0,5:45 AM,4:35 PM,6:54 AM,5:09 PM,-2,6,7,6,11,33,55,0.1,1027,9,10,107,8,shanghai
1/10/2016,11,7,0,4,2,0,6:37 AM,5:34 PM,6:54 AM,5:10 PM,6,7,9,7,20,99,82,1.2,1024,11,10,79,13,shanghai
1/11/2016,8,6,0,4,2,8,7:27 AM,6:34 PM,6:54 AM,5:11 PM,5,4,8,4,32,100,83,1.8,1025,8,9,34,22,shanghai
1/12/2016,6,3,0,4,1,15,8:14 AM,7:37 PM,6:53 AM,5:12 PM,0,1,5,1,23,83,71,0.2,1029,6,10,280,18,shanghai
1/13/2016,4,0,0,8.7,2,22,8:58 AM,8:41 PM,6:53 AM,5:12 PM,-3,0,3,0,15,15,63,0,1028,4,10,312,12,shanghai
1/14/2016,7,0,0,7.1,1,29,9:40 AM,9:45 PM,6:53 AM,5:13 PM,-3,3,4,3,7,74,59,0,1025,7,10,261,5,shanghai
1/15/2016,11,3,0,8.7,3,37,10:20 AM,10:48 PM,6:53 AM,5:14 PM,2,10,10,10,5,11,58,0,1021,11,10,209,4,shanghai
1/16/2016,11,3,0,7.1,3,44,11:01 AM,11:51 PM,6:53 AM,5:15 PM,2,8,9,8,14,23,63,0.6,1020,11,9,109,10,shanghai
1/17/2016,9,4,0,5.6,2,51,11:42 AM,No moonset,6:53 AM,5:16 PM,4,4,7,4,24,71,82,8.2,1017,9,8,232,17,shanghai
1/18/2016,5,0,0,5.6,1,59,12:25 PM,12:54 AM,6:53 AM,5:17 PM,-1,-1,3,-1,24,52,76,0,1024,5,10,318,17,shanghai
1/19/2016,4,-1,0,8.7,2,66,1:11 PM,1:57 AM,6:52 AM,5:18 PM,-7,0,3,0,14,3,48,0,1031,4,10,254,12,shanghai
1/20/2016,5,0,0,7.1,1,73,2:00 PM,2:59 AM,6:52 AM,5:19 PM,-3,0,4,0,17,52,64,1.9,1031,5,10,150,13,shanghai
1/21/2016,4,2,0,4,1,80,2:53 PM,3:58 AM,6:52 AM,5:19 PM,1,-1,3,-1,25,98,87,5.1,1028,4,10,52,17,shanghai
1/22/2016,5,2,0,4,1,88,3:49 PM,4:55 AM,6:52 AM,5:20 PM,1,-1,4,-1,34,93,80,1.4,1031,5,9,111,23,shanghai
1/23/2016,-1,-4,0,8.7,2,95,4:45 PM,5:47 AM,6:51 AM,5:21 PM,-10,-9,-2,-9,39,29,57,0,1038,-1,10,326,29,shanghai
1/24/2016,-4,-7,0,8.7,2,100,5:43 PM,6:34 AM,6:51 AM,5:22 PM,-23,-14,-5,-14,45,3,24,0,1040,-4,10,308,35,shanghai
1/25/2016,2,-6,0,8.7,2,100,6:39 PM,7:18 AM,6:50 AM,5:23 PM,-16,-6,-1,-6,20,0,31,0,1037,2,10,275,17,shanghai
1/26/2016,7,-3,0,8.7,2,83,7:35 PM,7:57 AM,6:50 AM,5:24 PM,-8,2,4,2,11,7,42,0,1032,7,10,211,8,shanghai
1/27/2016,6,2,0,4,1,76,8:29 PM,8:34 AM,6:49 AM,5:25 PM,1,3,5,3,10,80,75,0.8,1028,6,7,112,7,shanghai
1/28/2016,11,6,0,4,2,69,9:22 PM,9:08 AM,6:49 AM,5:26 PM,7,7,8,7,13,99,94,0,1022,11,5,281,9,shanghai
1/29/2016,7,3,0,4,2,61,10:14 PM,9:42 AM,6:48 AM,5:27 PM,5,3,6,3,26,87,88,0.4,1024,7,7,180,18,shanghai
1/30/2016,7,2,0,7.2,2,54,11:06 PM,10:14 AM,6:48 AM,5:28 PM,1,2,5,2,21,50,78,0.3,1029,7,9,225,15,shanghai
1/31/2016,7,1,1.3,5.6,1,50,11:58 PM,10:48 AM,6:47 AM,5:28 PM,0,0,4,0,22,55,80,1.5,1032,7,9,188,17,shanghai
2/1/2016,4,-1,0.6,7.2,1,34,No moonrise,11:24 AM,6:47 AM,5:29 PM,-4,-4,1,-4,27,62,71,0.7,1035,4,9,342,20,shanghai
2/2/2016,4,-1,0,8.7,1,26,12:50 AM,12:02 PM,6:46 AM,5:30 PM,-6,-2,1,-2,16,42,57,0,1033,4,10,325,12,shanghai
2/3/2016,6,-1,0,8.7,2,18,1:44 AM,12:44 PM,6:46 AM,5:31 PM,-3,4,5,4,8,9,58,0,1031,6,10,165,6,shanghai
2/4/2016,6,1,0,5.6,1,11,2:37 AM,1:30 PM,6:45 AM,5:32 PM,-1,3,4,3,10,51,68,0,1029,6,10,52,6,shanghai
2/5/2016,9,2,0,8.7,3,3,3:31 AM,2:21 PM,6:44 AM,5:33 PM,-3,4,6,4,16,19,51,0,1028,9,10,323,11,shanghai
2/6/2016,7,1,0,8.7,2,0,4:24 AM,3:17 PM,6:43 AM,5:34 PM,-5,1,4,1,22,2,54,0,1030,7,10,324,17,shanghai
2/7/2016,10,0,0,8.7,2,0,5:16 AM,4:17 PM,6:43 AM,5:35 PM,-5,5,7,5,15,21,44,0,1026,10,10,255,11,shanghai
2/8/2016,14,1,0,8.7,4,0,6:04 AM,5:20 PM,6:42 AM,5:36 PM,0,9,10,9,18,0,48,0,1022,14,10,236,13,shanghai
2/9/2016,19,6,0,8.7,4,4,6:51 AM,6:25 PM,6:41 AM,5:36 PM,3,12,13,12,19,13,52,0,1022,19,10,174,11,shanghai
2/10/2016,19,8,0,8.7,4,12,7:35 AM,7:31 PM,6:40 AM,5:37 PM,7,11,13,11,37,7,66,0,1019,19,10,151,23,shanghai
